#{"t_start": 1763845434.2315786, "env_id": "None"}
r,l,t
4.435,29,14975.277842
4.07,47,14975.399775
4.77,12,14975.433509
4.77,12,14975.464905
4.425,29,14975.541584
-5.57,29,14975.615936
4.79,11,14975.645173
4.57,22,14975.703266
-6.655,83,14975.918202
4.315,35,14976.020005
3.15,93,14976.26491
4.86,7,14976.284461
4.63,19,14976.333788
4.465,27,14978.192207
4.445,28,14978.269476
4.425,29,14978.345893
4.36,32,14978.432724
4.615,20,14978.486506
4.62,19,14978.536496
4.4,30,14978.617152
-5.16,8,14978.639587
4.38,31,14978.720472
4.32,34,14978.872015
4.57,22,14978.931515
-5.29,15,14978.971637
4.85,8,14978.993012
4.825,9,14979.016891
4.525,24,14979.080535
3.185,91,14979.31524
4.76,12,14979.347689
-5.375,19,14979.39861
-0.735,37,14979.499465
-5.935,47,14979.622301
4.385,31,14979.702993
4.53,24,14979.765702
4.44,28,14979.838154
4.23,39,14979.939051
-5.15,8,14979.960411
4.02,49,14980.087229
4.785,11,14980.116472
4.885,6,14980.133252
4.78,11,14980.16638
4.55,23,14980.227351
-5.48,24,14980.29308
3.81,60,14980.459464
4.635,19,14980.515678
4.435,29,14980.594292
4.725,14,14980.632149
-6.0,50,14980.765527
4.67,17,14980.810729
3.485,76,14981.009568
4.765,12,14981.041202
4.095,46,14981.159586
4.61,20,14981.215557
3.335,84,14981.435628
4.815,10,14981.460951
3.52,74,14981.653919
-5.365,19,14981.702654
-5.475,24,14981.766045
4.485,26,14981.833155
-5.275,14,14981.870286
4.815,10,14981.895893
-5.29,15,14981.934976
-5.525,27,14982.00464
-6.155,58,14982.153976
3.71,65,14982.321428
4.845,8,14982.343526
-5.515,26,14982.412578
4.13,44,14982.524609
4.78,11,14982.553901
4.61,20,14982.60782
3.94,53,14982.759758
-5.225,12,14982.791424
3.965,52,14982.928106
4.095,46,14983.049127
4.7,15,14983.088729
4.705,15,14983.127411
4.6,20,14983.181401
4.105,45,14983.299933
-5.845,43,14983.410293
4.315,35,14983.499507
4.42,29,14983.574744
4.75,13,14983.608428
4.67,17,14985.404244
3.43,79,14985.615075
4.88,6,14985.632679
4.855,8,14985.654159
4.825,9,14985.678989
4.185,41,14985.786766
4.84,8,14985.809044
4.87,7,14985.828011
4.885,6,14985.844682
4.585,21,14985.900575
4.83,9,14985.924709
4.6,20,14985.977508
4.655,18,14986.024214
4.815,10,14986.0502
4.835,9,14986.07361
4.83,9,14986.097017
-6.855,93,14986.335608
4.875,7,14986.353814
4.88,6,14986.370596
4.815,10,14986.397369
4.025,49,14986.522653
3.51,75,14986.718425
4.155,43,14986.829959
4.28,36,14986.922478
2.92,104,14987.204704
4.615,20,14987.257506
4.47,27,14987.334708
4.38,31,14987.416901
4.22,39,14987.520969
4.705,15,14987.560555
3.92,54,14987.702503
4.64,18,14987.752082
4.605,20,14987.807607
-5.87,44,14987.925304
4.37,32,14988.008899
4.825,9,14988.033017
3.565,72,14988.219146
-5.385,20,14988.269582
4.375,32,14988.351908
4.87,7,14988.37133
4.62,19,14988.422406
-6.245,63,14988.584185
4.855,8,14988.604989
-5.28,14,14988.642299
3.625,69,14988.820392
4.805,10,14988.846589
3.775,62,14989.00738
4.13,44,14989.122809
4.79,11,14989.150823
4.17,42,14989.25869
4.655,18,14989.309284
-6.735,87,14989.549895
-5.535,27,14989.620792
4.86,7,14989.640004
4.855,8,14989.660817
4.465,27,14989.732203
-5.915,46,14989.851394
4.49,26,14989.919706
4.195,41,14990.024715
3.9,55,14990.168601
4.77,12,14990.198837
3.08,96,14990.445647
4.87,7,14990.46486
-5.575,29,14990.539711
4.65,18,14990.586329
4.765,12,14990.617553
4.85,8,14990.639372
3.33,84,14992.706131
3.895,56,14992.855692
4.735,14,14992.892916
-0.38,19,14992.943608
4.485,26,14993.013332
4.605,20,14993.066343
4.69,16,14993.108201
4.71,15,14993.147814
-5.29,15,14993.187172
4.31,35,14993.278986
4.465,27,14993.350236
-5.52,26,14993.418881
-5.49,25,14993.483826
-5.415,21,14993.53972
3.5,75,14993.734797
4.485,26,14993.809871
4.59,21,14993.872676
4.82,9,14993.898194
4.285,36,14993.995876
4.825,9,14994.020954
4.865,7,14994.040038
4.37,32,14994.122894
-5.16,8,14994.144452
3.925,54,14994.286944
4.625,19,14994.336701
4.685,16,14994.379905
-5.495,25,14994.447158
4.86,7,14994.467255
4.78,11,14994.496804
-5.17,9,14994.522151
3.45,78,14994.726044
-5.33,17,14994.771356
4.15,43,14994.885322
3.64,68,14995.064129
3.94,53,14995.202829
4.855,8,14995.224567
-5.555,28,14995.298294
4.545,23,14995.358093
-6.885,95,14995.606484
4.685,16,14995.65003
4.195,41,14995.755044
-6.2,60,14995.908808
4.615,20,14995.961224
4.855,8,14995.983293
4.83,9,14996.011876
4.585,21,14996.071621
-5.56,28,14996.146111
4.765,12,14996.178812
4.6,20,14996.235099
4.61,20,14996.286202
4.775,12,14996.317708
4.855,8,14996.33834
4.755,13,14996.372215
-5.475,24,14996.434815
4.27,37,14996.535297
-5.495,25,14996.601007
4.67,17,14996.64536
4.425,29,14996.721264
4.585,21,14996.775591
4.61,20,14996.826492
3.255,88,14997.056203
4.87,7,14997.074725
4.86,7,14997.093951
3.87,57,14997.24319
3.75,63,14997.419638
3.275,87,14997.649481
4.225,39,14997.751624
4.2,40,14997.855043
3.665,67,14998.030983
4.43,29,14999.932422
4.495,26,15000.004462
4.885,6,15000.021166
3.49,76,15000.21939
4.6,20,15000.272549
4.475,27,15000.344636
3.87,57,15000.504045
-5.305,16,15000.549127
3.845,58,15000.705465
4.865,7,15000.724888
-6.295,65,15000.902019
4.835,9,15000.926321
4.785,11,15000.955594
2.675,117,15001.264928
-5.56,28,15001.338844
-5.29,15,15001.378695
4.455,28,15001.450585
-5.61,31,15001.530324
-0.595,280,15002.263246
-5.495,25,15002.331771
4.275,37,15002.428493
4.86,7,15002.448087
4.195,41,15002.551785
4.495,26,15002.618491
4.31,35,15002.716596
4.63,19,15002.770803
4.13,44,15002.888291
-5.485,25,15002.955128
4.58,21,15003.012408
-1.825,342,15003.909871
4.405,30,15003.989464
2.375,132,15004.340232
4.88,6,15004.356343
4.74,13,15004.390994
4.405,30,15004.469124
4.55,23,15004.528344
4.415,30,15004.607129
3.295,86,15004.828501
4.635,19,15004.877559
-5.49,25,15004.952517
-5.215,11,15004.985111
-5.415,21,15005.041196
4.415,30,15005.123117
4.495,26,15005.192223
-2.54,377,15007.994869
4.38,31,15008.075573
4.675,17,15008.121278
4.485,26,15008.188344
-5.43,22,15008.246949
3.55,73,15008.442657
4.49,26,15008.510327
4.79,11,15008.539483
4.765,12,15008.571613
4.405,30,15008.649473
4.845,8,15008.671156
4.855,8,15008.691925
4.23,39,15008.790674
4.125,44,15008.908926
4.665,17,15008.955119
4.03,49,15009.084806
4.11,45,15009.202893
4.645,18,15009.255935
4.875,7,15009.274566
4.51,25,15009.340447
4.835,9,15009.368319
4.17,42,15009.486889
4.82,9,15009.513029
-5.75,38,15009.613922
4.425,29,15009.690863
4.655,18,15009.738844
4.86,7,15009.758279
-5.385,20,15009.81094
4.575,22,15009.87186
4.605,20,15009.929056
3.345,83,15010.14756
4.485,26,15010.216193
3.355,83,15010.435019
4.365,32,15010.518391
4.07,47,15010.641608
4.365,32,15010.724628
4.635,19,15010.773459
4.515,25,15010.83718
4.615,20,15010.88922
4.58,21,15010.944354
4.605,20,15010.997898
-5.83,42,15011.106608
4.605,20,15011.158842
4.175,42,15011.267577
-6.17,59,15011.419219
0.675,217,15011.994992
4.47,27,15012.066175
4.41,30,15012.144708
4.66,17,15012.194698
4.49,26,15012.264654
-5.965,49,15012.398361
-6.1,55,15012.54247
4.575,22,15014.474107
4.165,42,15014.585504
4.65,18,15014.635347
-5.41,21,15014.693517
4.74,13,15014.728683
4.4,30,15014.808151
4.66,17,15014.853519
-5.415,21,15014.908947
4.775,12,15014.939991
4.845,8,15014.962195
4.88,6,15014.979506
4.47,27,15015.048998
-5.92,46,15015.168524
4.625,19,15015.218774
4.835,9,15015.241703
-6.415,71,15015.426416
-5.39,20,15015.477532
3.965,52,15015.611826
4.705,15,15015.65121
4.825,9,15015.67511
-5.645,33,15015.76025
3.195,91,15015.993475
-5.75,38,15016.098594
4.875,7,15016.118395
4.67,17,15016.167892
3.97,52,15016.305455
3.89,56,15016.453721
4.645,18,15016.500557
4.44,28,15016.57494
0.32,234,15017.188816
-1.06,303,15017.982567
4.83,9,15018.007189
4.4,30,15018.085585
1.62,169,15018.546309
4.415,30,15018.625159
4.565,22,15018.682824
4.725,14,15018.719993
-0.955,48,15018.843934
4.315,35,15018.934326
4.455,28,15019.011546
4.585,21,15019.064767
2.41,130,15019.408588
4.355,33,15019.496604
4.79,11,15019.526409
4.86,7,15019.546466
-5.17,9,15019.570574
4.66,17,15019.614691
3.305,85,15021.670612
-5.805,41,15021.78054
3.455,78,15021.98611
4.485,26,15022.054973
-6.32,66,15022.229197
4.865,7,15022.248598
4.56,22,15022.308233
4.86,7,15022.327527
-5.45,23,15022.388152
-5.68,34,15022.480821
4.345,33,15022.568006
4.615,20,15022.62147
4.605,20,15022.675693
4.9,5,15022.690504
4.86,7,15022.710162
4.755,13,15022.745622
-5.465,24,15022.818676
4.445,28,15022.893238
4.615,20,15022.944715
-5.725,37,15023.04258
4.3,35,15023.134554
4.215,40,15023.238158
3.755,63,15023.400038
-5.49,25,15023.465549
3.85,58,15023.616291
-5.395,20,15023.669556
0.315,235,15024.275036
-5.765,39,15024.377465
4.86,7,15024.397251
4.765,12,15024.430592
3.775,62,15024.593122
-5.545,28,15024.666778
3.225,89,15024.898729
4.64,18,15024.946161
4.42,29,15025.032853
4.49,26,15025.107215
3.15,93,15025.352434
-6.225,62,15025.514417
4.07,47,15025.637389
4.265,37,15025.734244
-5.225,12,15025.765341
4.835,9,15025.788918
4.085,46,15025.906984
4.75,13,15025.939955
-5.155,8,15025.961449
3.575,72,15026.153055
4.63,19,15026.203369
4.17,42,15026.310586
4.46,27,15026.383627
4.245,38,15026.48162
-5.435,22,15026.540096
3.985,51,15026.672387
3.99,51,15026.805012
4.62,19,15026.855427
-6.11,56,15026.999948
4.155,43,15028.956559
4.775,12,15028.989999
-5.555,28,15029.064425
-6.12,56,15029.216113
4.71,15,15029.256552
-6.185,60,15029.41546
4.845,8,15029.437809
-5.485,25,15029.509159
4.475,27,15029.584352
0.21,240,15030.210567
3.22,89,15030.448326
4.79,11,15030.477838
3.73,64,15030.647567
4.855,8,15030.669475
4.45,28,15030.742066
4.79,11,15030.774549
4.71,15,15030.814763
4.42,29,15030.896432
2.915,105,15031.172828
4.405,30,15031.253487
4.51,25,15031.318812
-5.86,43,15031.431928
4.775,12,15031.463177
4.865,7,15031.482558
4.86,7,15031.501517
4.61,20,15031.552253
4.65,18,15031.599943
-6.175,59,15031.766198
4.665,17,15031.812258
-5.425,22,15031.871579
4.77,12,15031.903824
3.27,87,15032.135271
-5.525,27,15032.206461
4.025,49,15032.340258
4.62,19,15032.390954
4.54,23,15032.450691
4.37,32,15032.532935
4.835,9,15032.556574
4.73,14,15032.592392
4.645,18,15032.6398
4.565,22,15032.697085
-5.27,14,15032.733172
4.84,8,15032.754899
4.87,7,15032.773592
3.595,71,15032.957311
-5.975,49,15033.082531
4.47,27,15033.151515
3.305,85,15033.373402
4.405,30,15033.452642
-5.645,33,15033.538677
4.88,6,15033.555174
4.45,28,15033.628946
-5.555,28,15033.704074
-5.345,18,15033.750823
4.87,7,15033.769574
3.93,54,15033.915321
2.705,115,15034.229532
-6.335,67,15036.213203
3.285,86,15036.43954
-5.425,22,15036.497185
-5.685,35,15036.590161
3.855,58,15036.741179
2.61,120,15037.047252
4.69,16,15037.091307
4.51,25,15037.158242
4.86,7,15037.178211
-5.31,16,15037.221586
-6.445,73,15037.409215
-6.105,56,15037.558586
4.49,26,15037.625371
4.83,9,15037.649285
-6.06,53,15037.788966
4.6,20,15037.842147
3.055,98,15038.092997
4.855,8,15038.114634
4.875,7,15038.132946
4.86,7,15038.152153
4.865,7,15038.170596
-5.535,27,15038.241639
-5.47,24,15038.302922
3.75,63,15038.483764
-5.39,20,15038.541415
4.76,12,15038.575494
4.865,7,15038.594286
-6.03,52,15038.731692
-5.165,9,15038.756296
4.23,39,15038.858657
4.18,41,15038.963183
-5.685,35,15039.053789
-5.16,8,15039.075405
4.37,32,15039.156795
4.84,8,15039.178844
4.89,6,15039.194425
-5.705,36,15039.286211
4.435,29,15039.361524
-5.715,36,15039.455666
-6.155,58,15039.606008
-5.19,10,15039.632589
4.835,9,15039.656572
4.4,30,15039.73245
-5.375,19,15039.781291
-5.75,38,15039.88078
4.845,8,15039.901917
4.575,22,15039.958524
3.9,55,15040.100251
-5.445,23,15040.159078
-5.485,25,15040.225988
4.26,37,15040.319882
3.765,62,15040.479829
4.855,8,15040.501321
4.685,16,15040.545412
4.65,18,15040.596205
-5.575,29,15040.680062
3.535,74,15040.874377
4.795,11,15040.903005
4.31,35,15040.995375
-5.15,8,15041.017219
3.75,63,15041.179703
4.44,28,15041.254564
4.77,12,15041.286433
-5.65,33,15041.371942
4.895,6,15041.387801
3.465,77,15043.36919
3.42,79,15043.58204
4.865,7,15043.601765
4.47,27,15043.673233
3.945,53,15043.81441
4.625,19,15043.863933
1.89,156,15044.267023
3.795,61,15044.428416
4.56,22,15044.491004
4.64,18,15044.539515
4.51,25,15044.605808
3.08,96,15044.86219
4.825,9,15044.885885
4.23,39,15044.988946
4.865,7,15045.00755
4.385,31,15045.094656
4.14,43,15045.212587
4.66,17,15045.259945
4.635,19,15045.308901
3.715,65,15045.477564
-6.085,55,15045.620379
4.795,11,15045.648777
-5.765,39,15045.749016
4.095,46,15045.866222
-5.705,36,15045.959036
4.72,14,15045.99755
4.13,44,15046.110543
3.99,51,15046.242308
-5.305,16,15046.284304
4.8,10,15046.311211
4.29,36,15046.403798
-5.54,27,15046.474715
4.755,13,15046.508296
4.385,31,15046.591622
4.64,18,15046.63859
4.84,8,15046.660918
4.81,10,15046.686946
4.71,15,15046.726627
-5.365,19,15046.775917
3.955,53,15046.911627
4.845,8,15046.932748
1.44,178,15047.400425
4.775,12,15047.431884
4.785,11,15047.460888
-5.48,24,15047.527878
-3.65,433,15048.749843
4.26,37,15050.632628
3.93,54,15050.782976
2.535,124,15051.106538
3.73,64,15051.278798
-6.265,64,15051.446966
-5.27,14,15051.484456
-5.16,8,15051.507709
4.845,8,15051.52947
3.995,51,15051.66305
4.61,20,15051.716761
4.185,41,15051.835778
4.2,40,15051.943162
-5.345,18,15051.990769
4.375,32,15052.074941
4.115,45,15052.192447
4.685,16,15052.234895
-5.865,44,15052.350679
4.425,29,15052.427284
4.39,31,15052.512989
-5.19,10,15052.539534
4.42,29,15052.619338
4.46,27,15052.691896
4.63,19,15052.74204
4.665,17,15052.787825
3.18,91,15053.022345
3.95,53,15053.158346
4.53,24,15053.22145
3.855,58,15053.373845
4.37,32,15053.458096
-5.265,14,15053.494991
4.145,43,15053.607789
-1.045,303,15054.415743
-5.565,29,15054.49206
4.745,13,15054.526634
4.445,28,15054.606323
4.63,19,15054.659117
4.84,8,15054.681045
-5.305,16,15054.722759
4.37,32,15054.805703
4.855,8,15054.82966
4.475,27,15054.901679
3.86,57,15055.053378
-5.375,19,15055.103579
4.405,30,15055.182987
3.8,60,15055.340523
4.615,20,15055.393658
4.155,43,15055.505781
4.46,27,15055.575952
-4.925,497,15058.690135
4.435,29,15058.768857
-1.495,325,15059.618332
4.83,9,15059.643772
-5.475,24,15059.719462
4.19,41,15059.827015
4.1,45,15059.948094
4.655,18,15059.997344
-5.435,22,15060.055267
4.775,12,15060.087223
4.865,7,15060.106678
3.695,66,15060.279027
4.71,15,15060.319298
2.965,102,15060.581768
3.98,51,15060.720855
4.59,21,15060.782046
4.445,28,15060.855812
4.89,6,15060.873543
4.47,27,15060.94696
-5.335,17,15060.993716
2.5,125,15061.324617
4.745,13,15061.359051
4.455,28,15061.43223
4.525,24,15061.496466
4.85,8,15061.518688
4.45,28,15061.593593
-5.495,25,15061.661865
4.865,7,15061.681344
-5.57,29,15061.757606
4.32,34,15061.847021
4.36,32,15061.932182
-1.36,318,15062.768174
4.195,41,15062.879822
4.165,42,15063.00828
4.805,10,15063.035596
-5.53,27,15063.109346
3.815,60,15063.268084
3.435,79,15065.245711
3.22,89,15065.480391
-5.225,12,15065.512434
4.41,30,15065.591559
-5.31,16,15065.634557
-5.205,11,15065.664368
4.24,38,15065.764001
-5.605,31,15065.850312
-5.43,22,15065.910463
4.425,29,15065.989471
4.44,28,15066.062242
4.4,30,15066.142703
4.88,6,15066.160568
4.765,12,15066.193586
4.805,10,15066.220718
3.99,51,15066.353947
4.465,27,15066.425832
4.635,19,15066.475321
4.625,19,15066.525
4.625,19,15066.575653
3.8,60,15066.731899
4.645,18,15066.779372
4.235,39,15066.879658
-5.98,49,15067.010263
3.36,82,15067.225246
4.225,39,15067.336149
4.485,26,15067.412113
4.095,46,15067.538252
-5.345,18,15067.588584
3.99,51,15067.721055
3.58,71,15067.906817
-5.19,10,15067.93419
3.265,87,15068.163082
4.855,8,15068.185714
4.7,15,15068.225269
4.865,7,15068.244279
4.565,22,15068.305219
3.54,73,15068.497665
4.65,18,15068.545654
-5.785,40,15068.649702
4.73,14,15068.686281
4.36,32,15068.771072
4.815,10,15068.798371
4.865,7,15068.81788
-5.715,36,15068.913381
-6.165,59,15069.066703
4.37,32,15069.152131
4.535,24,15069.214794
3.815,60,15069.373048
4.625,19,15069.423955
4.55,23,15069.483975
4.16,42,15069.600287
-6.02,51,15069.739816
4.125,44,15069.857277
4.215,40,15069.963268
-6.15,58,15070.119702
4.865,7,15070.139251
4.75,13,15070.173264
4.07,47,15070.29831
-5.645,33,15070.388759
4.665,17,15070.435318
3.775,62,15072.381813
4.69,16,15072.423739
4.56,22,15072.4825
4.42,29,15072.56096
4.63,19,15072.612565
4.85,8,15072.634541
3.51,75,15072.831809
-5.53,27,15072.90212
4.75,13,15072.936643
3.4,80,15073.145151
4.63,19,15073.195983
4.345,33,15073.280381
4.385,31,15073.36183
3.54,73,15073.556413
4.865,7,15073.577218
4.635,19,15073.62714
4.875,7,15073.646216
4.835,9,15073.670127
-5.17,9,15073.69462
-6.42,71,15073.881678
4.195,41,15073.987916
4.345,33,15074.082767
3.54,73,15074.284863
4.605,20,15074.338216
4.82,9,15074.363571
4.62,19,15074.417583
3.27,87,15074.652896
4.86,7,15074.672838
-5.375,19,15074.724547
3.485,76,15074.923053
-5.14,7,15074.942693
4.62,19,15074.994336
4.115,45,15075.114729
-5.285,15,15075.155946
4.815,10,15075.182456
-5.25,13,15075.21709
4.455,28,15075.290793
4.125,44,15075.406556
4.12,44,15075.528154
-5.66,33,15075.619225
4.715,15,15075.659387
4.2,40,15075.764162
4.78,11,15075.795353
3.34,83,15076.016525
4.87,7,15076.035698
-5.285,15,15076.07595
4.605,20,15076.127924
4.53,24,15076.190268
4.155,43,15076.311621
4.225,39,15076.417102
4.15,43,15076.536018
-6.825,92,15076.778528
4.225,39,15076.882061
4.31,35,15076.974189
4.65,18,15077.022477
3.755,63,15077.188932
4.105,45,15077.305758
4.135,44,15077.423753
4.87,7,15077.444083
4.83,9,15077.469282
3.795,61,15077.629388
4.41,30,15077.708803
4.14,43,15079.559199
4.815,10,15079.586358
3.815,60,15079.745662
4.83,9,15079.770713
4.84,8,15079.792579
-5.82,41,15079.90081
-5.275,14,15079.938879
2.41,130,15080.279857
4.805,10,15080.306353
4.51,25,15080.373531
-5.275,14,15080.410833
3.49,76,15080.606476
4.62,19,15080.658079
4.545,23,15080.720288
-5.545,28,15080.800137
3.2,90,15081.043474
4.62,19,15081.093906
3.93,54,15081.23628
4.39,31,15081.317183
4.885,6,15081.333913
-5.59,30,15081.414218
-5.915,46,15081.539651
4.595,21,15081.595407
4.86,7,15081.615935
1.61,170,15082.06504
4.405,30,15082.143907
4.64,18,15082.193205
-5.61,31,15082.279148
4.615,20,15082.332929
-5.405,21,15082.390748
4.75,13,15082.425738
3.835,59,15082.581093
4.565,22,15082.640403
-5.98,49,15082.770619
3.365,82,15082.995061
4.28,36,15083.092736
-5.285,15,15083.133512
4.14,43,15083.247101
4.605,20,15083.300016
4.195,41,15083.407579
4.69,16,15083.450614
4.36,32,15083.535138
4.36,32,15083.620464
-5.355,18,15083.668763
4.095,46,15083.854118
4.7,15,15083.894666
4.655,18,15083.944439
2.66,117,15084.260997
4.465,27,15084.33687
4.585,21,15084.393702
-5.38,19,15084.444917
3.73,64,15084.614807
4.775,12,15084.645997
4.05,48,15084.772552
4.82,9,15084.797351
4.81,10,15084.824179
4.14,43,15084.937192
3.87,57,15086.871931
4.86,7,15086.892402
4.88,6,15086.909415
-6.835,92,15087.153365
4.835,9,15087.176771
-5.88,44,15087.294559
4.59,21,15087.348314
-6.925,97,15087.612608
4.73,14,15087.649593
-5.31,16,15087.691356
4.03,49,15087.819061
