#{"t_start": 1763845434.2315786, "env_id": "None"}
r,l,t
4.78,11,14835.581523
4.585,21,14835.639444
4.635,19,14835.692368
-5.49,25,14835.759536
-5.53,27,14835.831822
3.46,77,14836.040111
-5.195,10,14836.06742
-6.205,61,14836.225693
4.895,6,14836.241926
3.99,51,14836.375358
4.64,18,14836.424513
4.6,20,14836.477478
4.15,43,14836.589467
4.42,29,14836.72878
3.76,62,14836.893686
-5.885,45,14837.011577
2.645,118,14837.317807
4.76,12,14837.35055
4.37,32,14837.434102
4.43,29,14837.509665
3.53,74,14837.713473
4.095,46,14837.836204
4.22,39,14837.942133
4.53,24,14838.005761
4.72,14,14838.046863
4.79,11,14838.07676
3.645,68,14838.25578
-5.185,10,14838.283467
4.68,16,14838.324912
-5.85,43,14838.435724
4.34,33,14838.525466
-5.2,10,14838.552922
4.765,12,14838.584376
4.62,19,14838.635655
4.15,43,14838.748086
4.865,7,14838.767566
-6.64,82,14840.823924
4.855,8,14840.845957
-5.75,38,14840.947274
2.455,128,14841.286834
4.855,8,14841.308289
4.875,7,14841.326595
-5.165,9,14841.350096
4.865,7,14841.369653
4.67,17,14841.414351
4.815,10,14841.440501
4.185,41,14841.544872
4.125,44,14841.658505
4.695,16,14841.698969
3.49,76,14841.8943
-5.67,34,14841.983219
4.79,11,14842.014948
4.865,7,14842.035008
-6.875,94,14842.296989
4.73,14,14842.334627
4.6,20,14842.388858
-6.225,62,14842.553483
4.84,8,14842.576124
4.88,6,14842.59267
4.74,13,14842.628203
3.585,71,14842.815385
1.51,175,14843.269554
4.46,27,14843.341563
-5.39,20,14843.393445
4.05,48,14843.521108
4.83,9,14843.545204
3.58,71,14843.729255
4.505,25,14843.793997
4.7,15,14843.834202
-5.135,7,14843.853205
4.645,18,14843.90325
4.65,18,14843.949693
4.03,49,14844.075932
4.635,19,14844.125497
-5.55,28,14844.199923
-5.29,15,14844.23875
4.115,45,14844.353144
4.315,35,14844.452818
4.75,13,14844.489678
-6.315,66,14844.665008
-5.17,9,14844.689395
-5.32,16,14844.731384
3.38,81,14844.940682
4.43,29,14845.014918
4.86,7,14845.03381
4.765,12,14845.065842
4.145,43,14845.179509
4.69,16,14845.220541
4.57,22,14845.277513
4.69,16,14845.31856
-6.19,60,14845.474817
4.635,19,14845.522794
4.59,21,14845.577101
4.865,7,14845.596154
4.39,31,14845.675919
-5.89,45,14845.791399
4.375,32,14845.872953
-5.635,32,14845.957339
3.48,76,14846.151884
4.275,37,14848.080711
4.61,20,14848.133335
4.425,29,14848.20991
4.62,19,14848.260906
3.59,71,14848.447107
4.685,16,14848.490126
3.665,67,14848.666107
-6.105,56,14848.80996
4.315,35,14848.908864
4.715,15,14848.951891
3.89,56,14849.101236
2.73,114,14849.40524
4.88,6,14849.4236
3.675,67,14849.603372
4.78,11,14849.633688
4.06,47,14849.755558
4.55,23,14849.815102
4.705,15,14849.854684
4.555,23,14849.915262
4.42,29,14849.991648
3.525,74,14850.18567
4.875,7,14850.204001
4.27,37,14850.300074
4.865,7,14850.319652
4.645,18,14850.367421
4.59,21,14850.422484
4.88,6,14850.439057
4.43,29,14850.514203
4.61,20,14850.566183
4.83,9,14850.589248
4.11,45,14850.706215
-5.985,50,14850.839193
-5.17,9,14850.864466
-5.98,49,14850.992498
4.045,48,14851.123898
4.84,8,14851.150232
4.5,25,14851.221394
-6.0,50,14851.352085
4.075,47,14851.475843
4.845,8,14851.497833
3.89,56,14851.643197
4.575,22,14851.699718
4.74,13,14851.735317
4.525,24,14851.798837
4.845,8,14851.820989
4.855,8,14851.841607
4.62,19,14851.892689
2.085,146,14852.268464
4.8,10,14852.296517
4.55,23,14852.356821
-6.36,68,14852.533768
-5.22,11,14852.563356
-6.31,66,14852.734055
4.805,10,14852.760662
-6.305,66,14852.933475
4.76,12,14852.965593
4.13,44,14853.080588
4.365,32,14853.163589
4.635,19,14853.212801
4.815,10,14853.239213
4.5,25,14853.305978
4.255,38,14853.413616
-5.815,41,14855.333441
3.54,73,14855.526772
1.785,161,14855.958798
-5.265,14,14855.99605
-5.55,28,14856.072174
4.845,8,14856.09408
-5.195,10,14856.12103
4.58,21,14856.177275
4.84,8,14856.20037
4.615,20,14856.252686
-5.14,7,14856.272306
4.49,26,14856.340409
4.83,9,14856.365091
3.23,89,14856.597474
-5.42,21,14856.655294
4.815,10,14856.68264
-5.94,47,14856.805368
4.385,31,14856.887422
-5.495,25,14856.95321
4.83,9,14856.979506
4.54,23,14857.044475
4.645,18,14857.094015
2.11,145,14857.48286
4.555,23,14857.544348
3.875,57,14857.695489
4.72,14,14857.734466
4.875,7,14857.756037
4.205,40,14857.871551
-5.575,29,14857.951103
4.655,18,14857.99874
4.845,8,14858.020757
3.9,55,14858.164636
4.815,10,14858.190154
3.45,78,14858.388829
3.585,71,14858.570822
4.825,9,14858.595387
2.85,108,14858.877189
4.875,7,14858.895826
4.29,36,14858.989418
4.15,43,14859.099724
4.615,20,14859.151237
4.495,26,14859.218022
-5.56,28,14859.290422
-0.265,14,14859.327477
4.8,10,14859.354239
3.955,53,14859.490656
4.86,7,14859.509884
4.335,34,14859.59678
4.435,29,14859.671686
-5.56,28,14859.747426
4.56,22,14859.8044
4.41,30,14859.883264
-5.52,26,14859.950011
4.76,12,14859.986042
3.845,58,14860.147296
4.59,21,14860.205308
-5.48,24,14860.267858
4.625,19,14860.318904
-6.28,64,14860.488689
4.82,9,14860.51338
-6.465,74,14862.506763
4.6,20,14862.561175
4.855,8,14862.582699
4.06,47,14862.706484
4.405,30,14862.786984
3.355,83,14863.004135
4.6,20,14863.055806
4.855,8,14863.076663
4.81,10,14863.102825
4.09,46,14863.220412
-5.745,38,14863.31951
-5.165,9,14863.342603
-6.785,90,14863.573951
4.72,14,14863.610645
4.84,8,14863.633129
4.245,38,14863.737801
-6.655,83,14863.956362
4.455,28,14864.029432
4.645,18,14864.077556
-6.08,54,14864.218996
4.6,20,14864.272317
-5.285,15,14864.312729
3.45,78,14864.524825
4.225,39,14864.628466
-6.09,55,14864.774217
-6.215,61,14864.931319
-5.29,15,14864.970581
-5.71,36,14865.064682
4.755,13,14865.098192
-5.655,33,14865.183262
4.395,31,14865.262128
4.65,18,14865.30865
1.965,152,14865.708925
4.445,28,14865.783422
-5.67,34,14865.871833
4.875,7,14865.890352
4.125,44,14866.003997
4.385,31,14866.085129
-5.23,12,14866.116773
4.825,9,14866.14089
4.715,15,14866.178821
-5.18,9,14866.203672
3.82,59,14866.356264
4.6,20,14866.410669
4.42,29,14866.486058
4.3,35,14866.577144
4.535,24,14866.639199
-5.89,45,14866.767277
-6.285,65,14866.940695
-5.57,29,14867.018368
4.03,49,14867.151902
4.83,9,14867.175727
4.845,8,14867.19654
4.02,49,14867.323205
4.875,7,14867.341415
4.405,30,14867.419596
4.865,7,14867.438671
4.845,8,14867.460443
4.85,8,14867.481064
3.5,75,14867.673672
4.735,14,14867.709937
4.25,38,14867.809105
3.815,60,14869.799933
4.61,20,14869.853421
3.17,92,14870.096863
-5.3,15,14870.13729
4.16,42,14870.245216
4.855,8,14870.265862
-5.66,33,14870.351716
-5.645,33,14870.438761
-5.91,46,14870.557834
4.65,18,14870.604713
4.775,12,14870.635489
-6.395,70,14870.814614
4.58,21,14870.869318
3.93,54,14871.01024
4.685,16,14871.052311
4.43,29,14871.128419
4.365,32,14871.219408
4.39,31,14871.303318
-5.32,16,14871.34762
4.665,17,14871.394061
4.42,29,14871.470939
-6.34,67,14871.650866
3.555,73,14871.838775
-5.315,16,14871.880755
4.805,10,14871.907597
4.84,8,14871.928788
4.245,38,14872.025969
3.71,65,14872.197363
4.6,20,14872.432129
3.875,57,14872.579879
4.67,17,14872.62539
4.165,42,14872.734338
1.695,166,14873.166765
4.28,36,14873.264252
4.87,7,14873.282995
4.855,8,14873.304018
-5.49,25,14873.378947
-5.545,28,14873.458891
4.65,18,14873.507509
-5.535,27,14873.580425
-6.65,83,14873.802653
4.635,19,14873.852191
-5.62,31,14873.935616
4.575,22,14873.992987
-6.27,64,14874.157874
-5.6,30,14874.239362
4.65,18,14874.287084
3.83,59,14874.441152
4.875,7,14874.460819
4.325,34,14874.55125
4.705,15,14874.590881
4.43,29,14874.666931
4.17,42,14874.775189
4.265,37,14874.870808
4.035,49,14874.998424
4.825,9,14875.023509
-5.285,15,14875.063849
4.005,50,14875.196422
4.845,8,14875.218178
3.265,87,14877.269875
3.985,51,14877.405263
-5.175,9,14877.430014
4.63,19,14877.480287
4.58,21,14877.535693
4.215,40,14877.639848
-5.715,36,14877.734987
4.425,29,14877.817083
4.445,28,14877.899061
4.63,19,14877.952916
4.435,29,14878.030535
4.085,46,14878.15111
4.795,11,14878.181049
-6.835,92,14878.421533
4.835,9,14878.444761
4.865,7,14878.463206
4.47,27,14878.533396
4.645,18,14878.58178
-5.255,13,14878.615213
4.565,22,14878.671999
-6.305,66,14878.849887
4.81,10,14878.875916
4.685,16,14878.918599
4.75,13,14878.95222
-5.64,32,14879.035829
4.81,10,14879.062178
4.31,35,14879.150289
4.86,7,14879.169627
3.52,74,14879.357232
4.56,22,14879.415657
3.83,59,14879.567226
4.77,12,14879.59836
4.87,7,14879.617616
3.38,81,14879.823011
4.75,13,14879.860256
-6.35,68,14880.036904
-5.49,25,14880.120628
-6.755,88,14880.355413
4.01,50,14880.488692
4.76,12,14880.521969
4.835,9,14880.546733
-5.87,44,14880.662241
4.76,12,14880.694287
4.395,31,14880.779976
4.85,8,14880.803509
4.08,46,14880.925943
-5.785,40,14881.030379
4.43,29,14881.109586
-5.325,17,14881.153212
3.25,88,14881.381774
4.65,18,14881.428419
4.865,7,14881.446969
-5.405,21,14881.500636
-6.265,64,14881.666871
4.84,8,14881.688607
4.43,29,14881.765113
3.43,79,14881.97003
4.785,11,14881.9988
-5.465,24,14882.062449
-5.88,44,14882.180188
4.63,19,14882.230345
4.425,29,14882.314503
4.635,19,14882.366091
-6.32,66,14884.339631
4.03,49,14884.46768
3.92,54,14884.626918
-5.36,18,14884.677531
4.82,9,14884.702333
-5.3,15,14884.744159
4.315,35,14884.836345
4.705,15,14884.877059
4.845,8,14884.898868
-5.49,25,14884.964479
4.61,20,14885.01734
4.88,6,14885.034187
4.785,11,14885.063418
4.595,21,14885.117241
4.77,12,14885.149514
4.43,29,14885.224814
4.125,44,14885.341769
-5.155,8,14885.363886
4.79,11,14885.393078
4.85,8,14885.414305
4.39,31,14885.497733
-5.16,8,14885.519894
4.865,7,14885.539398
4.595,21,14885.594307
-5.22,11,14885.623884
4.335,34,14885.711898
-5.75,38,14885.811422
4.66,17,14885.8566
-6.205,61,14886.018669
4.125,44,14886.135744
4.505,25,14886.203973
4.58,21,14886.259521
-5.62,31,14886.341055
4.77,12,14886.373207
-6.815,91,14886.605095
-5.305,16,14886.646982
4.565,22,14886.703897
4.485,26,14886.779852
4.425,29,14886.859393
4.625,19,14886.909594
-5.55,28,14886.983495
3.265,87,14887.213767
4.165,42,14887.323008
4.835,9,14887.346824
2.955,103,14887.610473
4.69,16,14887.652528
4.855,8,14887.674131
4.86,7,14887.693542
4.435,29,14887.767506
3.465,77,14887.964128
4.465,27,14888.034048
3.125,94,14888.277895
-5.31,16,14888.319553
4.76,12,14888.352677
4.42,29,14888.42819
-0.515,26,14888.497602
4.715,15,14888.536084
4.46,27,14888.605041
4.42,29,14888.682486
4.615,20,14888.734026
-5.575,29,14888.809956
4.605,20,14888.862766
4.415,30,14888.940316
-0.145,8,14888.963113
4.695,16,14889.011826
-5.25,13,14889.050139
-6.255,63,14889.221883
4.485,26,14889.289351
4.285,36,14889.383679
4.54,23,14889.444612
4.865,7,14889.463326
4.88,6,14889.479864
4.0,50,14889.611016
4.345,33,14889.699533
-5.75,38,14891.585752
4.71,15,14891.626393
4.49,26,14891.695987
3.815,60,14891.857412
4.13,44,14891.971061
3.69,66,14892.142556
4.685,16,14892.185
4.55,23,14892.245447
4.02,49,14892.37246
4.845,8,14892.395231
-6.465,74,14892.585312
-5.715,36,14892.680013
3.96,52,14892.813733
-6.315,66,14892.984545
4.04,48,14893.110326
-6.27,64,14893.277745
4.62,19,14893.328454
3.535,74,14893.537869
-5.175,9,14893.56286
4.425,29,14893.642603
2.14,143,14894.018116
4.4,30,14894.095839
-5.38,19,14894.146208
4.04,48,14894.269477
3.91,55,14894.411817
4.22,39,14894.511812
-5.165,9,14894.535115
-6.145,58,14894.683793
4.135,44,14894.797524
-5.34,17,14894.841342
-5.29,15,14894.881572
4.165,42,14894.990922
4.15,43,14895.102504
4.665,17,14895.146517
3.09,96,14895.397106
4.01,50,14895.529902
4.78,11,14895.559787
-6.17,59,14895.72862
4.32,34,14895.821927
-5.18,9,14895.846968
4.24,38,14895.949356
4.56,22,14896.008834
4.865,7,14896.027939
4.145,43,14896.140222
4.855,8,14896.161407
-5.35,18,14896.208863
3.45,78,14896.410196
4.025,49,14896.538265
1.97,152,14896.930227
-5.295,15,14898.743863
-5.405,21,14898.799277
-5.305,16,14898.841522
-5.745,38,14898.942691
-5.2,10,14898.969831
4.64,18,14899.018511
3.745,63,14899.182232
3.795,61,14899.340151
-5.475,24,14899.402715
4.37,32,14899.486499
4.69,16,14899.528609
-5.79,40,14899.630504
2.825,109,14899.911495
-5.845,43,14900.024863
4.67,17,14900.071198
-5.75,38,14900.179191
4.445,28,14900.257224
4.35,33,14900.344532
-5.29,15,14900.384427
4.62,19,14900.435704
4.81,10,14900.46223
4.87,7,14900.481227
4.135,44,14900.597019
4.81,10,14900.624593
4.025,49,14900.751817
-5.7,35,14900.842953
4.655,18,14900.889446
4.01,50,14901.01879
4.36,32,14901.101654
4.605,20,14901.152646
4.3,35,14901.242712
4.04,48,14901.367836
2.185,141,14901.733142
-5.455,23,14901.792159
3.765,62,14901.95227
4.635,19,14902.001947
4.505,25,14902.069271
4.55,23,14902.128208
4.425,29,14902.20373
4.28,36,14902.295395
3.945,53,14902.447026
3.395,81,14902.659784
4.435,29,14902.735607
-5.9,45,14902.852297
4.625,19,14902.902125
4.655,18,14902.948437
4.535,24,14903.011397
4.045,48,14903.135951
4.47,27,14903.206746
4.785,11,14903.237649
4.705,15,14903.277837
-5.195,10,14903.304734
4.48,26,14903.373887
4.285,36,14903.467694
3.025,99,14903.72508
4.73,14,14903.761714
-5.19,10,14903.78919
4.87,7,14903.807515
3.325,84,14904.02325
3.315,85,14906.019855
4.635,19,14906.069669
4.365,32,14906.15435
-6.085,55,14906.297423
4.865,7,14906.316628
-5.285,15,14906.355568
4.76,12,14906.387273
3.695,66,14906.556492
4.72,14,14906.592793
4.875,7,14906.610955
3.72,64,14906.777216
-5.67,34,14906.873786
3.34,83,14907.095862
4.11,45,14907.218896
4.435,29,14907.295276
4.625,19,14907.348262
4.64,18,14907.398516
3.665,67,14907.572093
-5.425,22,14907.627511
4.105,45,14907.746932
4.715,15,14907.850946
4.545,23,14907.912481
4.205,40,14908.017086
4.41,30,14908.095775
2.56,122,14908.417957
-5.49,25,14908.48461
-5.845,43,14908.595793
3.845,58,14908.745108
4.705,15,14908.784808
4.62,19,14908.833992
-5.285,15,14908.873905
-6.17,59,14909.034036
4.12,44,14909.156914
4.74,13,14909.191382
-5.605,31,14909.272893
4.405,30,14909.35301
4.85,8,14909.375419
4.415,30,14909.452763
4.62,19,14909.504611
4.105,45,14909.622466
4.455,28,14909.693988
4.88,6,14909.71032
3.015,100,14909.969816
4.505,25,14910.034257
-5.545,28,14910.106875
4.84,8,14910.129184
4.89,6,14910.144831
4.65,18,14910.197551
4.545,23,14910.257427
-5.295,15,14910.299035
4.475,27,14910.367483
4.855,8,14910.388945
4.745,13,14910.422899
-6.425,72,14910.607237
3.78,61,14910.772348
4.82,9,14910.796721
3.53,74,14910.990005
-6.385,70,14911.172593
4.855,8,14911.193607
3.275,87,14913.213182
4.86,7,14913.232408
-5.28,14,14913.270549
-5.535,27,14913.343702
4.625,19,14913.395412
4.85,8,14913.416918
4.635,19,14913.468154
4.6,20,14913.529603
4.73,14,14913.568834
2.335,134,14913.922636
-6.105,56,14914.071462
3.29,86,14914.292192
-5.405,21,14914.346798
4.66,17,14914.394827
-5.56,28,14914.468287
4.465,27,14914.538821
3.515,75,14914.7349
-5.275,14,14914.772911
4.6,20,14914.830059
4.16,42,14914.940173
4.015,50,14915.074073
-5.17,9,14915.09921
-6.135,57,14915.24698
4.855,8,14915.268456
4.825,9,14915.292219
4.8,10,14915.318525
4.41,30,14915.396162
4.17,42,14915.504566
-5.45,23,14915.564394
4.755,13,14915.598547
4.59,21,14915.653571
4.22,39,14915.771068
4.725,14,14915.812546
-6.165,59,14915.9709
4.695,16,14916.013615
3.485,76,14916.209487
-5.285,15,14916.248489
4.665,17,14916.291513
2.98,101,14916.549282
4.665,17,14916.593319
3.735,64,14916.760084
4.635,19,14916.808712
4.195,41,14916.917314
4.075,47,14917.039707
3.695,66,14917.209207
-5.345,18,14917.25631
4.51,25,14917.320414
4.69,16,14917.362316
4.47,27,14917.432118
4.415,30,14917.508623
-5.195,10,14917.535088
3.365,82,14917.7493
3.645,68,14917.923283
3.505,75,14918.134069
3.445,78,14918.335605
-5.325,17,14918.380104
4.805,10,14918.406792
4.8,10,14918.433256
4.03,49,14920.35618
3.73,64,14920.527107
2.905,105,14920.80137
-5.34,17,14920.846932
4.025,49,14920.977906
4.365,32,14921.061155
4.8,10,14921.088476
4.49,26,14921.156725
3.18,91,14921.393487
-5.92,46,14921.512246
3.57,72,14921.700248
-5.365,19,14921.748499
2.87,107,14922.022862
4.445,28,14922.096568
3.59,71,14922.282891
4.5,25,14922.347884
3.775,62,14922.521555
4.66,17,14922.56908
3.32,84,14922.789262
-5.5,25,14922.855975
3.45,78,14923.066508
4.84,8,14923.088736
4.645,18,14923.136913
4.695,16,14923.1793
4.44,28,14923.253045
4.52,24,14923.316732
4.29,36,14923.410642
-5.485,25,14923.476401
4.625,19,14923.526649
4.53,24,14923.589794
4.295,36,14923.683434
4.52,24,14923.747225
-5.315,16,14923.791912
-5.895,45,14923.907455
4.46,27,14923.978474
4.37,32,14924.061423
-6.3,65,14924.232293
3.88,56,14924.382799
-5.525,27,14924.452049
4.415,30,14924.529621
4.52,24,14924.592384
4.815,10,14924.618993
3.67,67,14924.801522
4.87,7,14924.821546
3.885,56,14924.968656
4.67,17,14925.014625
-5.175,9,14925.03867
4.68,16,14925.081068
4.43,29,14925.156417
4.815,10,14925.182835
4.855,8,14925.203375
3.2,90,14925.438074
4.74,13,14925.472165
-5.89,45,14925.588843
4.63,19,14925.637376
4.175,42,14927.511239
4.71,15,14927.550979
-5.515,26,14927.619843
4.1,45,14927.737612
4.75,13,14927.771794
4.86,7,14927.791009
4.865,7,14927.809849
3.88,56,14927.956283
4.835,9,14927.979789
-5.295,15,14928.019649
4.265,37,14928.119329
-6.33,67,14928.291794
4.285,36,14928.384749
-5.29,15,14928.42382
4.845,8,14928.445321
4.585,21,14928.498821
-7.09,105,14928.76698
4.62,19,14928.816081
4.875,7,14928.83397
4.85,8,14928.855193
4.73,14,14928.891121
4.14,43,14929.003059
-5.35,18,14929.050039
4.415,30,14929.134937
4.585,21,14929.194631
3.875,57,14929.34782
4.865,7,14929.367642
4.71,15,14929.406976
3.145,93,14929.649496
4.715,15,14929.688548
-6.3,65,14929.857224
4.625,19,14929.908121
3.86,57,14930.055625
4.85,8,14930.076745
-5.205,11,14930.104914
-6.325,67,14930.277374
4.85,8,14930.299336
4.85,8,14930.320387
4.675,17,14930.368521
-5.58,29,14930.443895
3.37,82,14930.657019
3.165,92,14930.892306
4.685,16,14930.934923
4.21,40,14931.037596
3.725,64,14931.206672
4.745,13,14931.241575
4.4,30,14931.324187
4.475,27,14931.398427
2.745,113,14931.697461
-6.265,64,14931.864145
4.71,15,14931.903566
4.83,9,14931.927399
-6.76,88,14932.156576
3.585,71,14932.340214
-6.11,56,14932.48631
-7.74,137,14934.692248
3.595,71,14934.880592
4.1,45,14935.003298
2.465,127,14935.334299
4.655,18,14935.380221
4.4,30,14935.45787
-5.325,17,14935.501155
4.43,29,14935.575836
3.745,63,14935.738444
4.865,7,14935.75809
3.735,64,14935.958467
4.125,44,14936.077067
4.61,20,14936.130896
4.77,12,14936.16364
3.855,58,14936.314722
4.64,18,14936.363083
4.805,10,14936.390576
4.14,43,14936.504149
1.655,168,14936.938168
4.62,19,14936.991699
4.44,28,14937.067084
-5.165,9,14937.091645
4.34,33,14937.180721
4.74,13,14937.216372
4.86,7,14937.236148
4.595,21,14937.295301
-5.29,15,14937.335581
4.15,43,14937.447757
4.715,15,14937.486245
3.91,55,14937.629777
-5.765,39,14937.733048
4.205,40,14937.836707
4.64,18,14937.886087
4.22,39,14937.987136
4.76,12,14938.025895
4.265,37,14938.133278
-6.045,53,14938.273371
4.12,44,14938.388923
-5.505,26,14938.455429
3.6,70,14938.639846
3.88,56,14938.783586
3.745,63,14938.94597
4.66,17,14938.993048
3.89,56,14939.139964
-5.42,21,14939.195233
-5.16,8,14939.21739
4.845,8,14939.238858
4.24,38,14939.339524
4.235,39,14939.441212
4.44,28,14939.514767
1.95,153,14939.912869
3.22,89,14941.998493
4.57,22,14942.057662
-5.4,20,14942.112374
4.21,40,14942.220522
-5.73,37,14942.318762
4.795,11,14942.347632
-0.65,283,14943.100713
4.825,9,14943.124968
4.445,28,14943.200499
3.885,56,14943.415992
4.72,14,14943.453501
4.01,50,14943.585695
-5.46,23,14943.648031
2.91,105,14943.918816
-5.24,12,14943.951127
-6.28,64,14944.118173
4.61,20,14944.172492
4.69,16,14944.214229
-5.18,9,14944.238272
4.13,44,14944.351112
-5.565,29,14944.428733
4.295,36,14944.521767
4.815,10,14944.548212
4.765,12,14944.580227
4.49,26,14944.646783
4.815,10,14944.672766
4.85,8,14944.693983
3.87,57,14944.854326
3.455,78,14945.0564
4.615,20,14945.108587
4.55,23,14945.168664
4.23,39,14945.269432
4.415,30,14945.345913
4.845,8,14945.36813
4.695,16,14945.408833
-5.53,27,14945.4776
3.93,54,14945.621202
4.855,8,14945.642777
4.8,10,14945.66987
4.035,49,14945.801326
4.705,15,14945.841697
4.185,41,14945.947422
4.32,34,14946.036384
4.855,8,14946.057293
-5.435,22,14946.115096
3.37,82,14946.326918
4.795,11,14946.357722
4.85,8,14946.379505
4.74,13,14946.414058
4.465,27,14946.484263
-5.385,20,14946.535932
3.485,76,14946.73351
2.7,115,14947.036619
3.695,66,14947.213875
4.605,20,14947.267866
4.43,29,14947.343328
-5.195,10,14947.372124
4.86,7,14947.391767
4.48,26,14949.293845
4.605,20,14949.349974
4.27,37,14949.450344
-5.95,48,14949.576844
4.855,8,14949.598547
3.22,89,14949.833191
-5.29,15,14949.872476
4.77,12,14949.903531
-5.355,18,14949.951189
4.695,16,14949.992066
-5.56,28,14950.063195
-5.6,30,14950.141483
4.415,30,14950.218881
-5.83,42,14950.326473
3.755,63,14950.487554
3.425,79,14950.694149
3.92,54,14950.833877
4.745,13,14950.867977
4.36,32,14950.953193
-5.735,37,14951.050469
4.465,27,14951.122262
-5.28,14,14951.161466
3.215,90,14951.392427
4.275,37,14951.508547
2.84,108,14951.791548
4.845,8,14951.812784
4.6,20,14951.86514
3.53,74,14952.056653
-5.795,40,14952.159404
4.495,26,14952.226223
4.9,5,14952.240741
4.775,12,14952.271663
-5.29,15,14952.31128
4.86,7,14952.331228
4.095,46,14952.451668
-5.52,26,14952.519977
4.6,20,14952.572046
4.72,14,14952.60976
4.84,8,14952.630916
4.815,10,14952.656863
-5.38,19,14952.70795
-5.695,35,14952.80245
4.72,14,14952.840195
-6.06,53,14952.978952
3.195,91,14953.217219
3.615,70,14953.39941
4.62,19,14953.450041
4.635,19,14953.499447
4.8,10,14953.526632
4.605,20,14953.580294
4.8,10,14953.607185
4.37,32,14953.698055
4.635,19,14953.749563
-6.445,73,14953.943369
3.63,69,14954.12466
4.75,13,14954.15858
4.615,20,14954.210677
4.295,36,14954.302461
-6.425,72,14954.489204
-5.205,11,14954.517382
4.355,33,14954.602255
4.815,10,14954.627678
2.95,103,14956.741055
3.37,82,14956.958737
4.26,37,14957.05537
-6.425,72,14957.241704
0.315,235,14957.860644
3.195,91,14958.102154
4.37,32,14958.195766
2.54,123,14958.524617
4.62,19,14958.576461
4.65,18,14958.624282
3.845,58,14958.777458
-6.27,64,14958.942384
4.11,45,14959.056393
4.42,29,14959.131487
4.475,27,14959.199661
4.605,20,14959.251529
4.86,7,14959.272033
4.445,28,14959.345536
3.035,99,14959.605435
4.76,12,14959.638149
4.13,44,14959.752027
4.835,9,14959.776959
4.3,35,14959.869985
4.87,7,14959.889043
3.39,81,14960.097986
4.63,19,14960.148437
-5.805,41,14960.253278
-6.18,59,14960.417349
-5.15,8,14960.44034
4.52,24,14960.504862
4.8,10,14960.531992
4.79,11,14960.562656
4.82,9,14960.586776
4.65,18,14960.634651
3.51,75,14960.829974
4.78,11,14960.858869
4.87,7,14960.876924
4.87,7,14960.896936
-5.165,9,14960.922607
4.205,40,14961.028832
4.51,25,14961.094547
4.66,17,14961.142976
4.455,28,14961.21554
1.82,159,14961.624816
4.62,19,14961.676032
4.185,41,14961.782056
-5.48,24,14961.844597
4.685,16,14961.886691
4.51,25,14963.753042
4.865,7,14963.772818
4.175,42,14963.881969
3.795,61,14964.043397
4.055,48,14964.170828
-5.67,34,14964.261933
-6.095,55,14964.406922
4.58,21,14964.461541
4.525,24,14964.523789
4.57,22,14964.581348
3.49,76,14964.776343
-5.155,8,14964.798288
4.64,18,14964.849478
4.21,40,14964.959476
4.765,12,14964.993757
4.42,29,14965.070947
4.695,16,14965.113641
3.915,55,14965.257801
4.845,8,14965.279655
4.45,28,14965.352664
4.115,45,14965.468428
4.845,8,14965.490161
4.08,46,14965.611538
4.7,15,14965.651441
-5.575,29,14965.727296
2.065,147,14966.10694
4.425,29,14966.182825
-5.145,8,14966.203837
-5.985,50,14966.332223
4.625,19,14966.381617
4.125,44,14966.493794
3.725,64,14966.659872
4.535,24,14966.722373
-6.07,54,14966.863773
4.635,19,14966.912935
-5.485,25,14966.977382
2.13,144,14967.38323
4.625,19,14967.43496
4.18,41,14967.541952
4.595,21,14967.597569
-5.835,42,14967.707417
4.71,15,14967.746464
-5.765,39,14967.848781
-6.165,59,14968.002071
-5.57,29,14968.076572
4.2,40,14968.182167
3.09,96,14968.432033
4.74,13,14968.467152
-5.165,9,14968.490617
3.72,64,14968.663106
4.56,22,14968.72244
4.76,12,14968.754362
4.7,15,14968.793937
3.825,59,14968.948149
-5.56,28,14969.020829
4.82,9,14969.045039
4.61,20,14969.098114
4.12,44,14971.049256
-5.43,22,14971.107327
4.685,16,14971.149849
-6.095,55,14971.297535
4.695,16,14971.339385
-5.35,18,14971.387499
4.665,17,14971.432747
4.34,33,14971.526845
-5.195,10,14971.557025
4.695,16,14971.602115
-5.4,20,14971.656086
4.645,18,14971.704626
-5.53,27,14971.777167
4.34,33,14971.864504
-5.995,50,14971.995185
4.365,32,14972.080161
4.695,16,14972.121843
3.515,75,14972.322087
4.66,17,14972.36616
4.475,27,14972.438305
4.625,19,14972.489874
4.855,8,14972.512241
4.77,12,14972.543593
3.28,86,14972.769256
3.9,55,14972.91359
4.325,34,14973.004614
-5.485,25,14973.06901
-6.075,54,14973.209803
4.775,12,14973.240755
4.635,19,14973.290123
3.56,72,14973.478593
4.375,32,14973.562056
-5.15,8,14973.583592
4.885,6,14973.59943
4.72,14,14973.63618
4.425,29,14973.710726
4.13,44,14973.83505
4.755,13,14973.869809
3.625,69,14974.055464
-6.395,70,14974.236439
4.875,7,14974.254555
4.66,17,14974.298684
4.13,44,14974.413387
-5.55,28,14974.48939
-5.295,15,14974.530014
4.145,43,14974.645105
4.475,27,14974.717533
-5.21,11,14974.746382
-6.635,82,14974.956709
4.53,24,14975.018659
3.57,72,14975.203363
